tempo= 75
0.041666666666666664 f
0.296875 D
0.5416666666666666 f
0.7916666666666666 D
0.796875 D
1.0416666666666667 f
1.046875 f
1.2916666666666667 a
1.546875 d
1.796875 s
2.0416666666666665 p6
2.046875 p6
2.2916666666666665 0
2.296875 0
2.5416666666666665 e
2.546875 e
2.7916666666666665 t
2.796875 t
3.046875 u
3.2916666666666665 p
3.296875 p
3.5416666666666665 a3
3.546875 3
3.7916666666666665 0
3.796875 0
4.041666666666667 W
4.046875 W
4.291666666666667 u
4.296875 u
4.541666666666667 O
4.546875 O
4.791666666666667 a
4.796875 a
5.041666666666667 s
5.046875 6
5.296875 0
5.546875 e
5.791666666666667 u
6.041666666666667 f
6.291666666666667 D
6.296875 D
6.541666666666667 f
6.546875 f
6.796875 D
7.041666666666667 f
7.046875 f
7.291666666666667 a
7.546875 d
7.791666666666667 s
8.041666666666666 p6
8.046875 6
8.291666666666666 0
8.296875 0
8.541666666666666 e
8.796875 t
9.041666666666666 u
9.046875 u
9.296875 p
9.541666666666666 a3
9.546875 3
9.796875 0
10.041666666666666 W
10.046875 W
10.291666666666666 y
10.296875 y
10.546875 s
10.791666666666666 a
10.796875 a
11.041666666666666 tp6
11.046875 t6
11.291666666666666 0
11.541666666666666 e
12.046875 f
12.291666666666666 D
12.296875 D
12.546875 f
12.791666666666666 D
12.796875 D
13.041666666666666 f
13.046875 f
13.291666666666666 a
13.296875 a
13.541666666666666 d
13.791666666666666 s
13.796875 s
14.041666666666666 p6
14.046875 6
14.296875 0
14.541666666666666 e
14.546875 e
14.791666666666666 t
14.796875 t
15.041666666666666 u
15.291666666666666 p
15.296875 p
15.541666666666666 3
15.546875 a3
15.791666666666666 0
16.041666666666668 W
16.291666666666668 u
16.296875 u
16.541666666666668 O
16.546875 O
16.796875 a
17.041666666666668 6
17.046875 s
17.296875 0
17.541666666666668 e
17.546875 e
17.791666666666668 u
17.796875 u
18.041666666666668 f
18.291666666666668 D
18.296875 D
18.546875 f
18.796875 D
19.041666666666668 f
19.291666666666668 a
19.296875 a
19.541666666666668 d
19.791666666666668 s
19.796875 s
20.041666666666668 p6
20.046875 p6
20.291666666666668 0
20.541666666666668 e
20.791666666666668 t
21.041666666666668 u
21.046875 u
21.291666666666668 p
21.541666666666668 a3
21.546875 a3
21.796875 0
22.041666666666668 W
22.046875 W
22.291666666666668 y
22.296875 y
22.541666666666668 s
22.791666666666668 a
23.041666666666668 tp
23.046875 t6
23.296875 0
23.541666666666668 e
23.546875 e
23.791666666666668 a
23.796875 a
24.041666666666668 s
24.291666666666668 d
24.296875 d
24.541666666666668 f8
24.546875 f8
24.791666666666668 w
24.796875 w
25.046875 t
25.291666666666668 o
25.296875 o
25.541666666666668 g
25.546875 g
25.791666666666668 f
26.046875 d5
26.291666666666668 w
26.546875 r
26.791666666666668 i
26.796875 i
27.041666666666668 f
27.046875 f
27.291666666666668 d
27.296875 d
27.541666666666668 s6
27.546875 s6
27.796875 0
28.041666666666668 e
28.291666666666668 u
28.541666666666668 d
28.546875 d
28.791666666666668 s
28.796875 s
29.041666666666668 a3
29.291666666666668 0
29.296875 0
29.546875 u
29.796875 u
30.046875 f
30.296875 u
30.541666666666668 f
30.546875 f
30.796875 f
31.046875 x
31.291666666666668 D
31.296875 D
31.541666666666668 f
31.546875 f
31.791666666666668 D
32.041666666666664 f
32.046875 f
32.291666666666664 D
32.296875 D
32.541666666666664 f
32.546875 f
32.791666666666664 D
33.046875 f
33.296875 D
33.541666666666664 f
33.546875 f
33.791666666666664 D
33.796875 D
34.041666666666664 f
34.046875 f
34.296875 a
34.541666666666664 d
34.546875 d
34.791666666666664 s
35.041666666666664 p6
35.046875 p6
35.291666666666664 0
35.296875 0
35.541666666666664 e
35.546875 e
35.791666666666664 t
36.041666666666664 u
36.291666666666664 p
36.541666666666664 3
36.546875 a
36.791666666666664 0
37.041666666666664 W
